"","FileFormat","FileSize","DatasetType","SurveyNum","SurveyId","FileType","FileDateLastModified","SurveyYearLabel","SurveyType","SurveyYear","DHS_CountryCode","FileName","CountryName","URLS","Africa","avail"
"5463","Flat ASCII data (.dat)","82794","GPS Datasets","406","ZM2013DHS","Geographic Data","May, 04 2015 11:31:55","2013-14","DHS","2013","ZM","ZMGE61FL.zip","Zambia","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZMGE61FL.zip&Tp=2&Ctry_Code=ZM&surv_id=406&dm=1&dmode=nm",1,"publicly available"
"5464","Stata dataset (.dta)","1415239","Survey Datasets","21","ZW1988DHS","Births Recode","June, 06 2007 13:21:26","1988","DHS","1988","ZW","ZWBR01dt.zip","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR01DT.zip&Tp=1&Ctry_Code=ZW&surv_id=21&dm=1&dmode=nm",1,"publicly available"
"5468","Stata dataset (.dta)","2137506","Survey Datasets","64","ZW1994DHS","Births Recode","May, 25 2007 15:36:24","1994","DHS","1994","ZW","ZWBR31dt.zip","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR31DT.zip&Tp=1&Ctry_Code=ZW&surv_id=64&dm=1&dmode=nm",1,"publicly available"
"5472","Stata dataset (.dta)","1928053","Survey Datasets","184","ZW1999DHS","Births Recode","January, 11 2010 14:01:04","1999","DHS","1999","ZW","ZWBR42DT.ZIP","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR42DT.zip&Tp=1&Ctry_Code=ZW&surv_id=184&dm=1&dmode=nm",1,"publicly available"
"5476","Stata dataset (.dta)","3418589","Survey Datasets","260","ZW2005DHS","Births Recode","December, 01 2016 15:16:41","2005-06","DHS","2005","ZW","ZWBR52DT.ZIP","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR52DT.zip&Tp=1&Ctry_Code=ZW&surv_id=260&dm=1&dmode=nm",1,"publicly available"
"5480","Stata dataset (.dta)","3194118","Survey Datasets","367","ZW2010DHS","Births Recode","September, 06 2012 12:59:31","2010-11","DHS","2010","ZW","ZWBR62DT.ZIP","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR62DT.zip&Tp=1&Ctry_Code=ZW&surv_id=367&dm=1&dmode=nm",1,"publicly available"
"5484","Stata dataset (.dta)","4054306","Survey Datasets","475","ZW2015DHS","Births Recode","September, 23 2019 20:00:54","2015","DHS","2015","ZW","ZWBR72DT.ZIP","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWBR72DT.zip&Tp=1&Ctry_Code=ZW&surv_id=475&dm=1&dmode=nm",1,"publicly available"
"5672","Flat ASCII data (.dat)","61854","GPS Datasets","184","ZW1999DHS","Geographic Data","March, 05 2012 18:26:54","1999","DHS","1999","ZW","ZWGE42FL.zip","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWGE42FL.zip&Tp=2&Ctry_Code=ZW&surv_id=184&dm=1&dmode=nm",1,"publicly available"
"5673","Flat ASCII data (.dat)","48808","GPS Datasets","260","ZW2005DHS","Geographic Data","April, 27 2017 13:27:05","2005-06","DHS","2005","ZW","ZWGE52FL.zip","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWGE52FL.zip&Tp=2&Ctry_Code=ZW&surv_id=260&dm=1&dmode=nm",1,"publicly available"
"5674","Flat ASCII data (.dat)","47040","GPS Datasets","367","ZW2010DHS","Geographic Data","April, 06 2012 15:30:55","2010-11","DHS","2010","ZW","ZWGE61FL.ZIP","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWGE61FL.zip&Tp=2&Ctry_Code=ZW&surv_id=367&dm=1&dmode=nm",1,"publicly available"
"5675","Flat ASCII data (.dat)","51336","GPS Datasets","475","ZW2015DHS","Geographic Data","April, 27 2017 13:26:31","2015","DHS","2015","ZW","ZWGE72FL.zip","Zimbabwe","https://dhsprogram.com/customcf/legacy/data/download_dataset.cfm?Filename=ZWGE72FL.zip&Tp=2&Ctry_Code=ZW&surv_id=475&dm=1&dmode=nm",1,"publicly available"
